"Internacional",1,0,"Grêmio"
"Bahia",3,1,"Cear"
"Sport",2,1,"Coritiba"
"São Paulo",1,1,"Palmeiras"
"Botafogo",0,0,"Internacional"
"Atlético-MG",5,1,"Portuguesa"
"Ceará",0,1,"América-GB"
"Cruzeiro",0,0,"América-MG"
"Santos",2,0,"Vasco da Gama"
"Santa Cruz",1,1,"Sport"
"Grêmio",1,0,"Fluminense"
"Flamengo",1,3,"Corinthians"
"Coritiba",1,0,"Santos"
"Fluminense",0,0,"América-MG"
"Portuguesa",3,1,"Botafogo"
"América-GB",2,0,"Palmeiras"
"Cruzeiro",2,1,"Grêmio"
"Corinthians",1,1,"Santos"
"Santa Cruz",0,2,"São Paulo"
"Atlético-MG",3,1,"Internacional"
"Sport",0,0,"Portuguesa"
"Bahia",0,0,"Fluminense"
"Ceará",0,1,"Flamengo"
"Vasco da Gama",1,0,"Botafogo"
"São Paulo",2,1,"Fluminense"
"Vasco da Gama",0,0,"Atlético-MG"
"Internacional",2,1,"Sport"
"Coritiba",0,0,"Botafogo"
"Grêmio",0,1,"Palmeiras"
"América-MG",2,0,"Cear"
"Bahia",1,0,"Portuguesa"
"Santa Cruz",0,1,"Santos"
"Corinthians",3,1,"América-GB"
"Flamengo",0,0,"Cruzeiro"
"Palmeiras",0,0,"Bahia"
"Portuguesa",1,0,"América-MG"
"Fluminense",3,1,"Santos"
"Ceará",1,2,"Sport"
"Botafogo",2,2,"Cruzeiro"
"Santa Cruz",0,0,"América-GB"
"Bahia",1,0,"Vasco da Gama"
"Corinthians",1,1,"Grêmio"
"Atlético-MG",0,0,"Palmeiras"
"Internacional",3,0,"Flamengo"
"Coritiba",2,0,"São Paulo"
"Corinthians",0,1,"São Paulo"
"América-GB",0,0,"Cruzeiro"
"Corinthians",1,0,"América-GB"
"Cruzeiro",0,2,"São Paulo"
"São Paulo",1,0,"América-GB"
"Cruzeiro",1,0,"Corinthians"
"América-GB",3,1,"Corinthians"
"São Paulo",1,1,"Cruzeiro"
"São Paulo",0,0,"Corinthians"
"Cruzeiro",0,0,"América-GB"
"Corinthians",2,0,"Cruzeiro"
"São Paulo",1,1,"América-GB"
"Internacional",1,1,"Santos"
"Atlético-MG",2,1,"Vasco da Gama"
"Santos",2,1,"Atlético-MG"
"Vasco da Gama",2,0,"Internacional"
"Vasco da Gama",0,0,"Santos"
"Internacional",1,4,"Atlético-MG"
"Atlético-MG",2,0,"Santos"
"Internacional",3,0,"Vasco da Gama"
"Vasco da Gama",1,1,"Atlético-MG"
"Santos",0,1,"Internacional"
"Santos",4,0,"Vasco da Gama"
"Atlético-MG",0,1,"Internacional"
"Palmeiras",1,1,"Coritiba"
"Grêmio",1,1,"Botafogo"
"Botafogo",3,3,"Palmeiras"
"Coritiba",0,1,"Grêmio"
"Coritiba",1,0,"Botafogo"
"Palmeiras",3,1,"Grêmio"
"Palmeiras",0,1,"Botafogo"
"Grêmio",2,0,"Coritiba"
"Coritiba",0,0,"Palmeiras"
"Botafogo",3,1,"Grêmio"
"Botafogo",3,0,"Coritiba"
"Grêmio",0,0,"Palmeiras"
"Atlético-MG",1,0,"São Paulo"
"São Paulo",4,1,"Botafogo"
"Botafogo",0,1,"Atlético-MG"
"Botafogo",1,1,"Santos"
"Vitória",0,0,"Remo"
"Cruzeiro",0,0,"América-MG"
"Sergipe",1,3,"Cear"
"ABC",0,0,"CRB"
"Coritiba",1,0,"Palmeiras"
"Náutico",0,0,"Santa Cruz"
"Atlético-MG",0,1,"Vasco da Gama"
"Grêmio",2,0,"São Paulo"
"Corinthians",1,1,"Fluminense"
"Bahia",1,0,"Nacional"
"Flamengo",1,1,"América-GB"
"Internacional",5,1,"Portuguesa"
"ABC",0,3,"São Paulo"
"Náutico",1,2,"Cruzeiro"
"Coritiba",0,0,"Botafogo"
"Grêmio",1,0,"Atlético-MG"
"CRB",0,2,"Fluminense"
"Ceará",3,1,"Internacional"
"Sergipe",0,1,"Santos"
"América-MG",0,0,"Corinthians"
"Nacional",0,0,"Flamengo"
"Bahia",0,0,"América-GB"
"Remo",0,0,"Vasco da Gama"
"Portuguesa",0,1,"Santa Cruz"
"Vitória",0,3,"Palmeiras"
"Náutico",0,1,"Fluminense"
"Corinthians",1,1,"Atlético-MG"
"Sergipe",1,1,"Palmeiras"
"Vitória",1,0,"Santos"
"América-MG",2,2,"Portuguesa"
"CRB",1,4,"Cruzeiro"
"Santa Cruz",1,1,"América-GB"
"Botafogo",1,2,"Grêmio"
"Coritiba",1,0,"Bahia"
"Ceará",1,1,"São Paulo"
"ABC",1,2,"Internacional"
"Remo",1,0,"Flamengo"
"Nacional",1,3,"Vasco da Gama"
"Vasco da Gama",3,0,"América-GB"
"Ceará",0,0,"Vitória"
"Internacional",1,0,"Grêmio"
"Coritiba",0,0,"Santos"
"Palmeiras",2,2,"Botafogo"
"CRB",0,0,"Náutico"
"Santa Cruz",0,0,"Sergipe"
"ABC",3,3,"Nacional"
"Cruzeiro",0,1,"Corinthians"
"Bahia",1,1,"Remo"
"São Paulo",1,1,"Portuguesa"
"América-MG",0,0,"Fluminense"
"Flamengo",1,0,"Atlético-MG"
"Vasco da Gama",1,2,"Internacional"
"Palmeiras",3,0,"Santa Cruz"
"São Paulo",0,0,"Flamengo"
"Cruzeiro",1,0,"Bahia"
"Nacional",2,0,"Corinthians"
"Vitória",0,0,"América-MG"
"Coritiba",2,0,"Sergipe"
"CRB",0,0,"Portuguesa"
"Ceará",0,0,"Grêmio"
"Fluminense",2,1,"Santos"
"ABC",1,2,"Atlético-MG"
"Náutico",1,1,"América-GB"
"Remo",1,1,"Botafogo"
"Palmeiras",1,1,"Internacional"
"Bahia",0,1,"Flamengo"
"Remo",2,2,"Corinthians"
"Ceará",1,3,"Atlético-MG"
"Fluminense",1,2,"Cruzeiro"
"Nacional",1,2,"Botafogo"
"Coritiba",3,0,"Vitória"
"ABC",1,1,"Grêmio"
"Náutico",2,1,"Portuguesa"
"CRB",0,1,"América-GB"
"Sergipe",0,2,"América-MG"
"Santos",1,0,"São Paulo"
"Santa Cruz",2,0,"Vasco da Gama"
"Bahia",0,0,"Grêmio"
"Náutico",1,2,"Palmeiras"
"Atlético-MG",2,0,"Coritiba"
"Nacional",2,2,"Internacional"
"Botafogo",0,2,"América-GB"
"Corinthians",3,2,"Portuguesa"
"Santa Cruz",4,1,"América-MG"
"CRB",1,3,"Santos"
"ABC",1,2,"Vasco da Gama"
"Sergipe",0,1,"Cruzeiro"
"Vitória",0,0,"Fluminense"
"Ceará",1,3,"Flamengo"
"Remo",0,1,"São Paulo"
"Cruzeiro",4,0,"Vitória"
"CRB",1,3,"Palmeiras"
"América-GB",2,0,"Atlético-MG"
"Coritiba",2,0,"América-MG"
"Grêmio",1,1,"Portuguesa"
"Nacional",1,1,"São Paulo"
"Bahia",1,1,"Botafogo"
"Sergipe",1,1,"Fluminense"
"Náutico",1,1,"Santos"
"Remo",0,0,"Internacional"
"Ceará",0,0,"Vasco da Gama"
"ABC",0,0,"Flamengo"
"Santa Cruz",3,3,"Corinthians"
"Remo",0,1,"América-GB"
"Náutico",0,1,"Corinthians"
"Internacional",0,0,"Santos"
"Palmeiras",2,2,"Cruzeiro"
"Sergipe",0,2,"Grêmio"
"ABC",0,0,"Coritiba"
"Ceará",2,0,"América-MG"
"Bahia",1,0,"São Paulo"
"Nacional",2,0,"Portuguesa"
"Atlético-MG",5,0,"Vitória"
"Vasco da Gama",1,2,"Flamengo"
"Santa Cruz",1,2,"Fluminense"
"CRB",3,2,"Botafogo"
"Cruzeiro",2,0,"Santos"
"São Paulo",0,1,"Vasco da Gama"
"Náutico",1,2,"Botafogo"
"CRB",0,0,"Corinthians"
"Remo",2,0,"Portuguesa"
"Flamengo",1,0,"Santa Cruz"
"Sergipe",0,1,"Atlético-MG"
"ABC",1,0,"América-MG"
"Grêmio",0,0,"Vitória"
"Nacional",0,0,"América-GB"
"Ceará",0,0,"Coritiba"
"Fluminense",0,1,"Palmeiras"
"Bahia",0,0,"Internacional"
"Cruzeiro",2,0,"América-GB"
"Flamengo",0,0,"Corinthians"
"Santos",3,2,"Grêmio"
"Vitória",1,0,"CRB"
"Atlético-MG",2,0,"Fluminense"
"Palmeiras",1,0,"Portuguesa"
"Bahia",1,1,"Santa Cruz"
"Ceará",1,0,"Nacional"
"Náutico",3,0,"Sergipe"
"Internacional",0,0,"América-MG"
"Vasco da Gama",0,0,"Botafogo"
"ABC",0,1,"Remo"
"Coritiba",4,0,"São Paulo"
"Grêmio",1,1,"Cruzeiro"
"CRB",0,0,"Bahia"
"Vitória",0,1,"Náutico"
"Coritiba",2,1,"Flamengo"
"Sergipe",0,1,"ABC"
"Remo",1,1,"Cear"
"Atlético-MG",0,3,"Palmeiras"
"Santa Cruz",2,1,"Nacional"
"Fluminense",2,2,"Portuguesa"
"São Paulo",3,1,"Corinthians"
"América-MG",0,0,"Vasco da Gama"
"Internacional",0,0,"Botafogo"
"América-GB",0,2,"Santos"
"Atlético-MG",1,0,"Portuguesa"
"São Paulo",0,3,"Fluminense"
"Palmeiras",1,0,"Flamengo"
"Coritiba",3,3,"América-GB"
"Cruzeiro",1,1,"Internacional"
"Sergipe",0,2,"Vitória"
"CRB",1,2,"Nacional"
"Ceará",1,0,"ABC"
"Corinthians",0,0,"Botafogo"
"Grêmio",1,0,"América-MG"
"Remo",4,0,"Santa Cruz"
"Vasco da Gama",1,1,"Santos"
"Náutico",0,0,"Bahia"
"Internacional",0,0,"Flamengo"
"Remo",0,0,"Coritiba"
"Nacional",1,1,"América-MG"
"Santa Cruz",2,2,"São Paulo"
"Palmeiras",0,1,"Santos"
"Vasco da Gama",1,0,"Cruzeiro"
"Vitória",1,0,"Botafogo"
"ABC",0,1,"América-GB"
"CRB",0,2,"Grêmio"
"Sergipe",1,3,"Corinthians"
"Ceará",1,4,"Portuguesa"
"Bahia",1,0,"Fluminense"
"Náutico",3,0,"Atlético-MG"
"Náutico",1,1,"Grêmio"
"Vasco da Gama",0,0,"Palmeiras"
"Vitória",1,2,"Corinthians"
"Nacional",1,2,"Coritiba"
"Sergipe",0,1,"Botafogo"
"Santa Cruz",2,3,"Internacional"
"Flamengo",0,1,"Fluminense"
"ABC",2,1,"Portuguesa"
"São Paulo",2,1,"Cruzeiro"
"Ceará",1,1,"América-GB"
"Bahia",0,2,"Santos"
"Remo",0,0,"América-MG"
"CRB",1,1,"Atlético-MG"
"Corinthians",1,0,"Palmeiras"
"Coritiba",2,0,"Fluminense"
"Botafogo",1,1,"Cruzeiro"
"Internacional",0,1,"América-GB"
"América-MG",1,1,"Santos"
"Santa Cruz",1,1,"CRB"
"ABC",0,1,"Bahia"
"Vitória",0,0,"Nacional"
"Sergipe",3,0,"Remo"
"Ceará",2,1,"Náutico"
"Grêmio",0,1,"Vasco da Gama"
"Portuguesa",0,1,"Flamengo"
"São Paulo",2,1,"Atlético-MG"
"Flamengo",1,0,"Vitória"
"Coritiba",0,1,"Corinthians"
"Ceará",1,1,"Cruzeiro"
"Atlético-MG",2,0,"Botafogo"
"ABC",0,1,"Fluminense"
"Náutico",0,6,"São Paulo"
"Grêmio",0,1,"Santa Cruz"
"Portuguesa",1,0,"América-GB"
"Sergipe",0,2,"Vasco da Gama"
"Nacional",0,0,"Palmeiras"
"Remo",1,1,"Santos"
"CRB",2,3,"Internacional"
"Bahia",2,1,"América-MG"
"Corinthians",1,0,"Grêmio"
"Coritiba",1,1,"Portuguesa"
"Bahia",1,3,"Atlético-MG"
"Nacional",0,0,"Santos"
"ABC",0,2,"Cruzeiro"
"Santa Cruz",3,2,"Botafogo"
"América-GB",3,0,"América-MG"
"CRB",2,6,"São Paulo"
"Sergipe",0,2,"Flamengo"
"Remo",0,2,"Palmeiras"
"Ceará",3,0,"Fluminense"
"Náutico",0,1,"Internacional"
"Vitória",2,0,"Vasco da Gama"
"América-MG",2,0,"Flamengo"
"Botafogo",3,2,"São Paulo"
"Corinthians",1,1,"Vasco da Gama"
"Portuguesa",2,0,"Santos"
"ABC",2,0,"Santa Cruz"
"Coritiba",1,1,"Internacional"
"Grêmio",0,1,"Palmeiras"
"Cruzeiro",0,0,"Atlético-MG"
"Bahia",0,0,"Vitória"
"Fluminense",0,0,"América-GB"
"Sergipe",0,0,"Nacional"
"Náutico",2,2,"Remo"
"Ceará",2,2,"CRB"
"Flamengo",0,6,"Botafogo"
"Internacional",2,0,"Corinthians"
"Cruzeiro",2,0,"Portuguesa"
"Atlético-MG",0,1,"Santos"
"Coritiba",1,0,"Vasco da Gama"
"Fluminense",2,0,"Grêmio"
"ABC",3,4,"Náutico"
"Santa Cruz",1,1,"Vitória"
"CRB",0,3,"Sergipe"
"Remo",1,0,"Nacional"
"Ceará",0,0,"Bahia"
"São Paulo",2,1,"América-MG"
"Palmeiras",2,0,"América-GB"
"Vasco da Gama",3,1,"Portuguesa"
"Internacional",1,1,"Atlético-MG"
"Grêmio",1,0,"Flamengo"
"CRB",1,1,"Remo"
"São Paulo",2,0,"América-GB"
"América-MG",1,2,"Palmeiras"
"Coritiba",2,3,"Cruzeiro"
"Sergipe",1,2,"Bahia"
"ABC",0,0,"Vitória"
"Botafogo",2,1,"Fluminense"
"Ceará",0,1,"Corinthians"
"Santa Cruz",2,4,"Santos"
"Nacional",2,3,"Náutico"
"Palmeiras",0,0,"São Paulo"
"ABC",0,3,"Corinthians"
"Remo",0,1,"Grêmio"
"Cruzeiro",1,0,"Santa Cruz"
"Vasco da Gama",0,0,"Bahia"
"Atlético-MG",4,2,"Nacional"
"Ceará",0,0,"Botafogo"
"Náutico",3,2,"América-MG"
"Sergipe",0,1,"América-GB"
"CRB",0,3,"Coritiba"
"Fluminense",0,0,"Internacional"
"Vitória",0,0,"Portuguesa"
"Santos",0,0,"Flamengo"
"Palmeiras",4,1,"Bahia"
"Náutico",1,1,"Coritiba"
"Santos",4,0,"Corinthians"
"Internacional",3,1,"São Paulo"
"Cruzeiro",1,1,"Flamengo"
"Remo",1,1,"Atlético-MG"
"Nacional",0,2,"Grêmio"
"Vitória",2,0,"América-GB"
"CRB",0,0,"América-MG"
"Vasco da Gama",0,0,"Fluminense"
"ABC",2,1,"Botafogo"
"Sergipe",1,1,"Portuguesa"
"Santa Cruz",1,1,"Cear"
"Ceará",0,3,"Palmeiras"
"Internacional",1,0,"Vitória"
"ABC",0,2,"Santos"
"Corinthians",3,1,"Bahia"
"Nacional",2,1,"Cruzeiro"
"Náutico",0,1,"Flamengo"
"Remo",0,0,"Fluminense"
"CRB",0,0,"Vasco da Gama"
"Atlético-MG",1,1,"América-MG"
"Sergipe",0,5,"São Paulo"
"Santa Cruz",1,2,"Coritiba"
"Grêmio",0,0,"América-GB"
"Portuguesa",1,1,"Botafogo"
"Náutico",1,2,"Vasco da Gama"
"América-GB",0,0,"Corinthians"
"América-MG",3,1,"Botafogo"
"ABC",2,2,"Palmeiras"
"CRB",2,5,"Flamengo"
"Ceará",2,1,"Santos"
"Nacional",0,1,"Fluminense"
"Santa Cruz",2,0,"Atlético-MG"
"Bahia",2,3,"Portuguesa"
"Coritiba",1,2,"Grêmio"
"Sergipe",2,4,"Internacional"
"São Paulo",5,2,"Vitória"
"Remo",2,2,"Cruzeiro"
"Vasco da Gama",1,1,"Flamengo"
"Internacional",3,2,"Cruzeiro"
"Flamengo",1,3,"Internacional"
"Vasco da Gama",3,1,"Cruzeiro"
"Internacional",1,1,"Vasco da Gama"
"Cruzeiro",1,1,"Flamengo"
"Coritiba",2,1,"América-GB"
"São Paulo",2,0,"Palmeiras"
"São Paulo",2,0,"Coritiba"
"Palmeiras",3,1,"América-GB"
"América-GB",1,0,"São Paulo"
"Palmeiras",3,0,"Coritiba"
"Fluminense",0,0,"Cear"
"Atlético-MG",0,0,"Corinthians"
"Fluminense",2,3,"Atlético-MG"
"Corinthians",1,0,"Cear"
"Ceará",1,1,"Atlético-MG"
"Corinthians",0,0,"Fluminense"
"Santos",2,0,"Santa Cruz"
"Grêmio",0,0,"Botafogo"
"Botafogo",4,1,"Santa Cruz"
"Santos",0,1,"Grêmio"
"Botafogo",2,1,"Santos"
"Santa Cruz",2,1,"Grêmio"
"Palmeiras",1,1,"Internacional"
"Botafogo",2,1,"Corinthians"
"Palmeiras",0,0,"Botafogo"
"Corinthians",0,0,"América-GB"
"CEUB",0,0,"Botafogo"
"Paysandu",2,1,"Internacional"
"Tiradentes",0,0,"Fluminense"
"Figueirense",0,0,"Coritiba"
"CRB",0,1,"América-MG"
"Bahia",1,1,"São Paulo"
"Moto Clube",0,3,"Cruzeiro"
"Sport",0,0,"Fortaleza"
"Grêmio",4,0,"Santa Cruz"
"Desportiva",2,0,"Sergipe"
"Goiás",0,0,"Olaria"
"Comercial",0,1,"Flamengo"
"Ceará",2,2,"Náutico"
"Atlético-PR",0,0,"Vitória"
"América-RN",0,0,"Rio Negro"
"Remo",0,2,"Palmeiras"
"Nacional",1,1,"Guarani"
"Moto Clube",1,4,"Fluminense"
"Figueirense",2,2,"Botafogo"
"Guarani",0,1,"Corinthians"
"CRB",0,1,"São Paulo"
"Tiradentes",1,1,"Cruzeiro"
"América-MG",4,1,"Sport"
"Fortaleza",1,1,"Bahia"
"Coritiba",2,1,"CEUB"
"Sergipe",0,3,"Vasco da Gama"
"Goiás",1,0,"Flamengo"
"Comercial",2,1,"Olaria"
"Rio Negro",1,2,"Palmeiras"
"Vitória",2,0,"Santos"
"Remo",1,0,"Portuguesa"
"Desportiva",2,0,"Atlético-MG"
"América-RN",1,1,"Grêmio"
"Santa Cruz",1,1,"Cear"
"Nacional",0,0,"Internacional"
"Paysandu",0,0,"América-GB"
"Náutico",1,0,"Atlético-PR"
"Sport",0,3,"São Paulo"
"América-MG",1,0,"Fortaleza"
"CEUB",2,1,"Figueirense"
"Botafogo",4,0,"Fluminense"
"Nacional",1,1,"América-GB"
"Coritiba",3,0,"Corinthians"
"Paysandu",0,2,"Guarani"
"Rio Negro",1,3,"Portuguesa"
"Internacional",0,1,"Cruzeiro"
"CRB",0,1,"Bahia"
"Moto Clube",0,1,"Tiradentes"
"Vitória",0,0,"Vasco da Gama"
"Santa Cruz",3,1,"Flamengo"
"Santos",0,0,"Palmeiras"
"Atlético-MG",0,0,"Grêmio"
"Desportiva",0,1,"Remo"
"Ceará",0,1,"Atlético-PR"
"América-RN",2,0,"Sergipe"
"Goiás",2,0,"Comercial"
"Bahia",0,1,"Fluminense"
"Moto Clube",0,2,"Botafogo"
"Figueirense",1,1,"Corinthians"
"Guarani",1,1,"São Paulo"
"CEUB",2,0,"Cruzeiro"
"Sport",0,1,"Internacional"
"Tiradentes",2,0,"Paysandu"
"CRB",1,1,"Nacional"
"Fortaleza",3,2,"Coritiba"
"Desportiva",0,1,"Vasco da Gama"
"Olaria",0,1,"Flamengo"
"Atlético-PR",1,1,"Palmeiras"
"Santos",0,0,"Grêmio"
"Comercial",1,1,"Atlético-MG"
"Rio Negro",1,0,"Santa Cruz"
"Remo",1,0,"Náutico"
"América-RN",2,0,"Cear"
"Goiás",3,0,"Sergipe"
"América-GB",1,0,"América-MG"
"Nacional",0,1,"Coritiba"
"Vasco da Gama",1,1,"Cear"
"Portuguesa",4,2,"Olaria"
"CRB",1,2,"Fluminense"
"Tiradentes",0,0,"Botafogo"
"Moto Clube",1,1,"América-GB"
"Corinthians",1,0,"São Paulo"
"Guarani",3,1,"CEUB"
"Cruzeiro",1,0,"América-MG"
"Bahia",1,2,"Internacional"
"Paysandu",2,2,"Sport"
"Fortaleza",2,0,"Figueirense"
"Flamengo",0,1,"Santos"
"Grêmio",0,0,"Palmeiras"
"Atlético-PR",0,1,"Atlético-MG"
"Náutico",0,0,"Santa Cruz"
"Sergipe",1,0,"Remo"
"Rio Negro",0,0,"Vitória"
"Goiás",0,0,"América-RN"
"Comercial",0,0,"Desportiva"
"Fluminense",3,0,"Guarani"
"Fortaleza",0,2,"Botafogo"
"Tiradentes",0,0,"América-GB"
"Moto Clube",0,0,"Corinthians"
"São Paulo",1,0,"América-MG"
"Figueirense",0,1,"Cruzeiro"
"CRB",0,1,"Internacional"
"Sport",1,2,"Nacional"
"Paysandu",0,1,"Coritiba"
"CEUB",0,0,"Bahia"
"América-RN",1,1,"Vasco da Gama"
"Sergipe",0,1,"Flamengo"
"Vitória",0,0,"Olaria"
"Comercial",1,0,"Santos"
"Goiás",0,0,"Portuguesa"
"Rio Negro",1,2,"Atlético-MG"
"Desportiva",1,0,"Náutico"
"Ceará",0,2,"Palmeiras"
"Santa Cruz",2,1,"Remo"
"Cruzeiro",1,0,"Bahia"
"Coritiba",3,0,"Sport"
"CEUB",1,2,"CRB"
"Grêmio",2,0,"Olaria"
"Fluminense",2,0,"América-GB"
"Internacional",0,1,"Botafogo"
"Tiradentes",1,0,"Corinthians"
"Fortaleza",0,0,"São Paulo"
"Figueirense",1,1,"Guarani"
"Nacional",2,1,"Paysandu"
"Moto Clube",0,0,"América-MG"
"Náutico",2,1,"Vasco da Gama"
"Atlético-MG",3,0,"Flamengo"
"Palmeiras",1,1,"Portuguesa"
"Atlético-PR",0,2,"Santos"
"América-RN",2,2,"Santa Cruz"
"Remo",1,0,"Goiás"
"Desportiva",0,1,"Rio Negro"
"Vitória",0,1,"Cear"
"Comercial",1,0,"Sergipe"
"Vasco da Gama",0,1,"Portuguesa"
"Atlético-MG",0,0,"Santos"
"Palmeiras",1,0,"Olaria"
"Fortaleza",2,1,"América-GB"
"Corinthians",1,0,"Internacional"
"América-MG",0,0,"Tiradentes"
"CEUB",1,1,"Sport"
"Rio Negro",1,0,"Goiás"
"São Paulo",2,2,"Fluminense"
"Nacional",1,1,"Botafogo"
"Guarani",1,0,"Moto Clube"
"Cruzeiro",0,0,"Coritiba"
"CRB",3,2,"Paysandu"
"Bahia",1,0,"Figueirense"
"Vasco da Gama",2,2,"Flamengo"
"Ceará",2,0,"Santos"
"Grêmio",1,0,"Portuguesa"
"Sergipe",0,4,"Atlético-MG"
"Santa Cruz",1,0,"Vitória"
"Comercial",1,2,"Náutico"
"Remo",1,2,"América-RN"
"Atlético-PR",1,0,"Desportiva"
"Figueirense",1,0,"Fluminense"
"Paysandu",0,1,"Botafogo"
"Coritiba",2,0,"América-GB"
"CEUB",0,0,"São Paulo"
